id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
4db1d340-e442-46c3-8507-110d14609113,Consumtion_of_E_creation_arbre_decision.py,We Calculate...,N/A,2026-02-17 15:33:54,14.238771200180054,5.290740707653286e-06,3.572837199878264e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Île-de-France,0
