model,threshold,n_docs,P,R,F1,TP,FP,FN,F1_Activity,F1_Administration,F1_Age,F1_Area,F1_Biological_attribute,F1_Biological_structure,F1_Clinical_event,F1_Color,F1_Coreference,F1_Date,F1_Detailed_description,F1_Diagnostic_procedure,F1_Disease_disorder,F1_Distance,F1_Dosage,F1_Duration,F1_Family_history,F1_Frequency,F1_Height,F1_History,F1_Lab_value,F1_Mass,F1_Medication,F1_Nonbiological_location,F1_Occupation,F1_Other_entity,F1_Other_event,F1_Outcome,F1_Personal_background,F1_Qualitative_concept,F1_Quantitative_concept,F1_Severity,F1_Sex,F1_Shape,F1_Sign_symptom,F1_Subject,F1_Texture,F1_Therapeutic_procedure,F1_Time,F1_Volume,F1_Weight
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,n/a,1149,0.6084,0.6733,0.6392,4221,2717,2048,0.3333,0.7353,0.885,0.1333,0.0,0.6932,0.7447,0.9,0.24,0.6229,0.4452,0.764,0.5865,0.3662,0.6766,0.472,0.2174,0.3333,0.0,0.2981,0.6414,0.0,0.8192,0.6893,0.5714,0.0,0.0,0.5,0.963,0.0,0.0,0.66,0.9808,0.4242,0.6705,0.3333,0.0,0.582,0.4615,0.3333,0.0
