run_date,model,device,n_train,n_test,n_labels,num_train_epochs,learning_rate,per_device_train_batch_size,per_device_eval_batch_size,gradient_accumulation_steps,weight_decay,warmup_steps,lr_scheduler_type,max_grad_norm,eval_strategy,save_strategy,logging_strategy,save_total_limit,load_best_model_at_end,metric_for_best_model,greater_is_better,seed,report_to,fp16
2026-06-24T23:10:24,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,cuda,3379,1149,83,15,3e-05,8,16,2,0.01,211,cosine,1.0,epoch,epoch,epoch,2,True,f1,True,42,none,True
2026-06-25T12:24:34,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,cuda,3379,1149,83,8,2e-05,8,16,2,0.03,211,linear,1.0,epoch,epoch,epoch,2,True,f1,True,42,none,True
2026-06-25T15:10:09,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,cuda,3379,1149,83,15,0.0003,8,16,2,0.01,211,linear,1.0,epoch,epoch,epoch,2,True,f1,True,42,none,True
2026-06-25T17:04:39,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,cuda,3379,1149,83,25,0.0003,8,16,2,0.02,211,linear,1.0,epoch,epoch,epoch,2,True,f1,True,42,none,True
