model,threshold,n_docs,P,R,F1,TP,FP,FN,F1_Activity,F1_Administration,F1_Age,F1_Area,F1_Biological_attribute,F1_Biological_structure,F1_Clinical_event,F1_Color,F1_Coreference,F1_Date,F1_Detailed_description,F1_Diagnostic_procedure,F1_Disease_disorder,F1_Distance,F1_Dosage,F1_Duration,F1_Family_history,F1_Frequency,F1_Height,F1_History,F1_Lab_value,F1_Mass,F1_Medication,F1_Nonbiological_location,F1_Occupation,F1_Other_entity,F1_Other_event,F1_Outcome,F1_Personal_background,F1_Qualitative_concept,F1_Quantitative_concept,F1_Severity,F1_Sex,F1_Shape,F1_Sign_symptom,F1_Subject,F1_Texture,F1_Therapeutic_procedure,F1_Time,F1_Volume,F1_Weight
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,n/a,1149,0.587,0.659,0.6209,4131,2907,2138,0.25,0.6562,0.885,0.093,0.0,0.6847,0.7651,0.9,0.2124,0.5869,0.4156,0.7625,0.5672,0.3333,0.6601,0.4878,0.0833,0.4255,0.0,0.2308,0.6185,0.0,0.8023,0.6667,0.5714,0.0,0.0,0.6667,0.8966,0.0,0.0,0.628,0.9714,0.2857,0.6435,0.25,0.0,0.5203,0.5333,0.1538,0.0
