model,threshold,n_docs,P,R,F1,TP,FP,FN,F1_Activity,F1_Administration,F1_Age,F1_Area,F1_Biological_attribute,F1_Biological_structure,F1_Clinical_event,F1_Color,F1_Coreference,F1_Date,F1_Detailed_description,F1_Diagnostic_procedure,F1_Disease_disorder,F1_Distance,F1_Dosage,F1_Duration,F1_Family_history,F1_Frequency,F1_Height,F1_History,F1_Lab_value,F1_Mass,F1_Medication,F1_Nonbiological_location,F1_Occupation,F1_Other_entity,F1_Other_event,F1_Outcome,F1_Personal_background,F1_Qualitative_concept,F1_Quantitative_concept,F1_Severity,F1_Sex,F1_Shape,F1_Sign_symptom,F1_Subject,F1_Texture,F1_Therapeutic_procedure,F1_Time,F1_Volume,F1_Weight
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,n/a,1149,0.5868,0.6545,0.6188,4103,2889,2166,0.1905,0.6479,0.8621,0.0,0.0,0.6827,0.7537,0.5,0.2034,0.5728,0.4351,0.7461,0.5596,0.2817,0.6667,0.4713,0.0526,0.3636,0.0,0.2512,0.6332,0.0,0.8039,0.7213,0.5714,0.0,0.0,0.5263,0.8667,0.0,0.0,0.6538,0.9714,0.2,0.6439,0.3529,0.0,0.5171,0.1111,0.2105,0.0
