model,threshold,n_docs,P,R,F1,TP,FP,FN,F1_Activity,F1_Administration,F1_Age,F1_Area,F1_Biological_attribute,F1_Biological_structure,F1_Clinical_event,F1_Color,F1_Coreference,F1_Date,F1_Detailed_description,F1_Diagnostic_procedure,F1_Disease_disorder,F1_Distance,F1_Dosage,F1_Duration,F1_Family_history,F1_Frequency,F1_Height,F1_History,F1_Lab_value,F1_Mass,F1_Medication,F1_Nonbiological_location,F1_Occupation,F1_Other_entity,F1_Other_event,F1_Outcome,F1_Personal_background,F1_Qualitative_concept,F1_Quantitative_concept,F1_Severity,F1_Sex,F1_Shape,F1_Sign_symptom,F1_Subject,F1_Texture,F1_Therapeutic_procedure,F1_Time,F1_Volume,F1_Weight
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,n/a,1149,0.5874,0.6534,0.6186,4096,2877,2173,0.0,0.5818,0.9027,0.0,0.0,0.695,0.7006,0.0,0.0,0.5915,0.441,0.7618,0.5594,0.268,0.6385,0.4815,0.0952,0.0,0.0,0.1775,0.616,0.0,0.8,0.7047,0.0,0.0,0.0,0.0,0.6957,0.0,0.0,0.6512,0.9444,0.0,0.646,0.0,0.0,0.4991,0.0,0.0,0.0
