model,threshold,n_docs,P,R,F1,TP,FP,FN,F1_DISO,F1_PROC,F1_ANAT,F1_CHEM,F1_DEVI,F1_LIVB,F1_PHYS,F1_PHEN,F1_GEOG,F1_OBJC
almanach/camembert-base,n/a,419,0.5127,0.5332,0.5227,586,557,513,0.5546,0.5085,0.4508,0.6036,0.0,0.6131,0.1707,0.0,0.8333,0.0
